,Unnamed: 0.1,Brand,Capacity in kgs,Type of Load,Spin_Speed in RPM,Customer_Rating,Colour,Sale_Price,Discount %,Price_Category,Rating_category
204,204,IFB,6.5, Fully Automatic Front Load,1300.0,4.4,White,29750.0,35.0,Premium,Positive
205,205,Galanz,8.0, Fully Automatic Front Load,800.0,4.0,Silver,28990.0,15.0,Premium,Positive
206,206,Haier,8.5, Semi Automatic Top Load,1200.0,4.4,Multicolor,12990.0,32.0,Economical,Positive
207,207,IFB,6.0, Fully Automatic Front Load,1000.0,4.3,White,23990.0,9.0,Premium,Positive
208,208,LG,6.0, Fully Automatic Front Load,1400.0,4.4,White,31690.0,12.0,Premium,Positive
209,209,IFB,8.0, Fully Automatic Front Load,700.0,4.3,Silver,40207.0,8.0,Premium,Positive
210,210,SAMSUNG,9.5, Semi Automatic Top Load,780.0,4.3,White,15700.0,23.0,Economical,Positive
211,211,LG,9.0, Fully Automatic Front Load,1400.0,4.4,Silver,40990.0,24.0,Premium,Positive
212,212,LG,7.0, Fully Automatic Front Load,1300.0,4.6,Silver,35890.0,11.0,Premium,Excellent
213,213,SAMSUNG,10.0, Fully Automatic Top Load,1400.0,4.4,Grey,30990.0,14.0,Premium,Positive
214,214,Voltas,7.5,Washer only,1200.0,4.2,Blue,5750.0,24.0,Economical,Positive
215,215,LG,9.0, Fully Automatic Front Load,720.0,3.9,Silver,37500.0,21.0,Premium,Average
216,216,LG,8.0, Fully Automatic Front Load,1200.0,4.4,Silver,34990.0,9.0,Premium,Positive
217,217,IFB,6.5, Fully Automatic Top Load,1400.0,4.2,Indigo,19590.0,2.0,Economical,Positive
218,218,LG,8.0, Semi Automatic Top Load,1200.0,4.4,White,13899.0,15.0,Economical,Positive
219,219,MOTOROLA,8.0, Fully Automatic Top Load,700.0,4.2,Grey,28690.0,11.0,Premium,Positive
220,220,BOSCH,6.5, Fully Automatic Front Load,1400.0,4.4,White,28990.0,12.0,Premium,Positive
221,221,IFB,8.0,Washer with Dryer,1000.0,4.4,Black,36500.0,25.0,Premium,Positive
222,222,Whirlpool,7.5, Semi Automatic Top Load,1200.0,4.4,Maroon,13340.0,32.0,Economical,Positive
223,223,IFB,7.0, Fully Automatic Front Load,1200.0,4.5,White,34290.0,9.0,Premium,Positive
224,224,White,7.5, Semi Automatic Top Load,740.0,4.1,Maroon,8499.0,21.0,Economical,Positive
225,225,MOTOROLA,8.0, Fully Automatic Front Load,1000.0,4.2,Silver,26490.0,16.0,Premium,Positive
226,226,LG,10.0,Washer with Dryer,680.0,4.5, Maroon,32490.0,39.0,Premium,Positive
227,227,Whirlpool,7.5, Fully Automatic Top Load,1200.0,4.3,Grey,19990.0,37.0,Economical,Positive
228,228,Haier,6.0, Fully Automatic Top Load,1300.0,4.2,Grey,12490.0,22.0,Economical,Positive
229,229,Sansui,7.5, Fully Automatic Top Load,300.0,4.0,Grey,12490.0,6.0,Economical,Positive
230,230,LG,10.0, Fully Automatic Top Load,1400.0,4.3,Black,30470.0,18.0,Premium,Positive
231,231,Godrej,7.0, Fully Automatic Top Load,740.0,4.2,Grey,15990.0,13.0,Economical,Positive
232,232,IFB,6.5, Fully Automatic Front Load,680.0,4.3,White,29390.0,12.0,Premium,Positive
233,233,Lloyd,8.5, Semi Automatic Top Load,680.0,4.0,White,11840.0,32.0,Economical,Positive
234,234,Midea,7.0, Fully Automatic Front Load,1000.0,4.2,Grey,22990.0,14.0,Premium,Positive
235,235,Whirlpool,7.5, Fully Automatic Top Load,1000.0,4.5,Grey,22610.0,27.0,Premium,Positive
236,236,LG,8.5,Washer only,700.0,4.3,White,16290.0,18.0,Economical,Positive
237,237,IFB,8.0, Fully Automatic Front Load,1000.0,4.5,White,34590.0,9.0,Premium,Positive
238,238,Godrej,8.0, Semi Automatic Top Load,1300.0,3.9,White,15790.0,8.0,Economical,Average
239,239,Godrej,8.5, Semi Automatic Top Load,740.0,4.2,White,15490.0,23.0,Economical,Positive
240,240,Godrej,8.5, Semi Automatic Top Load,700.0,3.9,White,15490.0,13.0,Economical,Average
241,241,ONIDA,8.0, Semi Automatic Top Load,1000.0,4.3,White,10490.0,23.0,Economical,Positive
242,242,Thomson,7.5, Fully Automatic Top Load,740.0,4.1,Grey,13990.0,36.0,Economical,Positive
243,243,Haier,6.5, Fully Automatic Top Load,1000.0,4.3,Silver,14799.0,35.0,Economical,Positive
244,244,LG,6.5, Fully Automatic Front Load,700.0,4.4,Silver,26990.0,23.0,Premium,Positive
245,245,SAMSUNG,6.5, Fully Automatic Top Load,1440.0,4.3,Grey,17199.0,26.0,Economical,Positive
246,246,Panasonic,6.7, Fully Automatic Top Load,1450.0,4.1,Grey,17590.0,28.0,Economical,Positive
247,247,Whirlpool,6.5, Fully Automatic Top Load,750.0,4.2,Grey,19590.0,11.0,Economical,Positive
248,248,Whirlpool,8.0, Fully Automatic Front Load,1400.0,4.1,White,30990.0,33.0,Premium,Positive
249,249,IFB,11.0, Fully Automatic Top Load,740.0,4.3,Grey,35790.0,8.0,Premium,Positive
250,250,MarQ,8.5, Semi Automatic Top Load,702.0,4.4,Blue,10290.0,27.0,Economical,Positive
251,251,SAMSUNG,6.5, Fully Automatic Top Load,740.0,4.4,Grey,18850.0,18.0,Economical,Positive
252,252,LG,7.0, Fully Automatic Front Load,1200.0,4.3,Silver,29990.0,25.0,Premium,Positive
253,253,SAMSUNG,8.5, Semi Automatic Top Load,720.0,4.4,Grey,14800.0,16.0,Economical,Positive
254,254,BOSCH,8.0, Fully Automatic Front Load,665.0,4.2,Silver,39340.0,24.0,Premium,Positive
255,255,Whirlpool,7.5, Fully Automatic Top Load,800.0,4.2,Grey,18950.0,18.0,Economical,Positive
256,256,Godrej,7.5, Semi Automatic Top Load,1200.0,4.2,Purple,11290.0,16.0,Economical,Positive
257,257,LG,7.0, Fully Automatic Front Load,680.0,4.2,Black,36499.0,18.0,Premium,Positive
258,258,ONIDA,8.0, Semi Automatic Top Load,1400.0,4.4,White,12990.0,27.0,Economical,Positive
259,259,LG,7.0, Fully Automatic Front Load,1400.0,4.3,Silver,34990.0,20.0,Premium,Positive
260,260,LG,6.5, Fully Automatic Top Load,1200.0,4.3,Silver,17999.0,18.0,Economical,Positive
261,261,Lloyd,7.0, Fully Automatic Top Load,700.0,4.1,Grey,15490.0,29.0,Economical,Positive
262,262,TOSHIBA,9.0, Fully Automatic Front Load,1000.0,4.2,Silver,47990.0,23.0,Premium,Positive
263,263,Whirlpool,9.5, Fully Automatic Top Load,1200.0,1.0,Grey,28890.0,15.0,Premium,Critical
264,264,SAMSUNG,7.0, Fully Automatic Front Load,1200.0,4.5,White,29990.0,33.0,Premium,Positive
265,265,Whirlpool,7.0, Fully Automatic Top Load,740.0,4.1,Grey,16465.0,7.0,Economical,Positive
266,266,LG,6.0, Fully Automatic Front Load,1000.0,4.5,White,28499.0,23.0,Premium,Positive
267,267,SAMSUNG,6.5, Fully Automatic Top Load,680.0,4.3,Grey,17999.0,20.0,Economical,Positive
268,268,LG,6.0,Washer with Dryer,1400.0,4.6,White,71490.0,6.0,Super Premium,Excellent
269,269,Godrej,7.0, Fully Automatic Top Load,1300.0,4.2,Brown,20990.0,13.0,Premium,Positive
270,270,TOSHIBA,9.0, Fully Automatic Front Load,1200.0,3.8,Silver,47990.0,12.0,Premium,Average
271,271,LG,18.0, Fully Automatic Top Load,300.0,4.3,Black,65490.0,24.0,Super Premium,Positive
272,272,SAMSUNG,8.0, Fully Automatic Front Load,1000.0,4.3,Black,36999.0,27.0,Premium,Positive
273,273,MarQ,9.0, Semi Automatic Top Load,680.0,4.3,Grey,10690.0,19.0,Economical,Positive
274,274,SAMSUNG,6.5, Fully Automatic Front Load,740.0,4.4,Silver,31500.0,22.0,Premium,Positive
275,275,LG,7.5, Semi Automatic Top Load,1000.0,3.9,White,14990.0,7.0,Economical,Average
276,276,DMR,6.0,Washer only,1200.0,4.1,White,6099.0,1.0,Economical,Positive
277,277,Midea,7.0, Fully Automatic Top Load,680.0,4.1,Grey,14490.0,28.0,Economical,Positive
278,278,Midea,8.0, Fully Automatic Top Load,1400.0,4.4,Grey,16990.0,25.0,Economical,Positive
279,279,SAMSUNG,6.5, Fully Automatic Front Load,700.0,4.1,Silver,29900.0,36.0,Premium,Positive
280,280,IFB,6.0, Fully Automatic Front Load,1400.0,4.3,White,26690.0,32.0,Premium,Positive
281,281,ONIDA,8.0, Semi Automatic Top Load,700.0,4.5,White,10490.0,16.0,Economical,Positive
282,282,Whirlpool,8.5, Semi Automatic Top Load,1400.0,4.3,Grey,15890.0,12.0,Economical,Positive
283,283,Whirlpool,7.5, Fully Automatic Top Load,1400.0,4.1,Grey,22499.0,12.0,Premium,Positive
284,284,Thomson,8.0, Fully Automatic Top Load,740.0,4.3,Grey,15990.0,17.0,Economical,Positive
285,285,ONIDA,6.5, Semi Automatic Top Load,700.0,4.4,White,8290.0,29.0,Economical,Positive
286,286,SAMSUNG,9.0, Fully Automatic Top Load,680.0,4.1,Grey,28080.0,28.0,Premium,Positive
287,287,White,7.0, Semi Automatic Top Load,1000.0,4.1,Maroon,7999.0,16.0,Economical,Positive
288,288,SAMSUNG,6.5, Fully Automatic Top Load,1000.0,4.4,Grey,18850.0,25.0,Economical,Positive
289,289,LG,8.5,Washer only,700.0,4.5,Maroon,16290.0,24.0,Economical,Positive
290,290,Haier,8.0, Semi Automatic Top Load,1300.0,4.2,Maroon,11690.0,16.0,Economical,Positive
291,291,LG,8.5, Semi Automatic Top Load,1300.0,4.6,White,15790.0,10.0,Economical,Excellent
292,292,Midea,6.0, Fully Automatic Front Load,1350.0,4.0,Grey,21490.0,17.0,Premium,Positive
293,293,Whirlpool,7.0, Fully Automatic Front Load,1000.0,4.0,White,27990.0,14.0,Premium,Positive
294,294,Whirlpool,8.0, Semi Automatic Top Load,1400.0,4.4,Red,12887.0,7.0,Economical,Positive
295,295,ONIDA,7.0, Fully Automatic Top Load,750.0,4.3,Grey,14790.0,18.0,Economical,Positive
296,296,LG,7.0, Fully Automatic Top Load,700.0,4.6,Black,22339.0,11.0,Premium,Excellent
297,297,LG,8.0, Fully Automatic Top Load,700.0,4.4,Silver,22700.0,11.0,Premium,Positive
298,298,Whirlpool,6.5, Fully Automatic Top Load,740.0,4.3,Grey,18990.0,28.0,Economical,Positive
299,299,Godrej,7.0, Fully Automatic Top Load,1300.0,4.2,Grey,18590.0,17.0,Economical,Positive
300,300,SAMSUNG,4.0, Semi Automatic Top Load,680.0,4.6,Grey,17190.0,20.0,Economical,Excellent
301,301,SAMSUNG,7.0, Fully Automatic Top Load,1400.0,4.2,Grey,17349.0,12.0,Economical,Positive
302,302,Whirlpool,5.0, Semi Automatic Top Load,665.0,4.4,Grey,19490.0,32.0,Economical,Positive
303,303,Lloyd,8.5, Semi Automatic Top Load,600.0,4.5,White,14999.0,4.0,Economical,Positive
304,304,LG,9.0, Semi Automatic Top Load,1350.0,4.4,Grey,17490.0,26.0,Economical,Positive
305,305,IFB,6.5, Fully Automatic Front Load,1000.0,4.3,Silver,30750.0,14.0,Premium,Positive
306,306,ONIDA,7.0,Washer only,780.0,4.3,Black,5990.0,17.0,Economical,Positive
307,307,Panasonic,8.0, Fully Automatic Top Load,680.0,5.0,Grey,21500.0,16.0,Premium,Excellent
308,308,SAMSUNG,8.0, Fully Automatic Top Load,1300.0,4.6,Silver,25000.0,23.0,Premium,Excellent
309,309,Haier,7.0, Fully Automatic Front Load,700.0,4.1,Silver,28490.0,13.0,Premium,Positive
310,310,White,8.0, Semi Automatic Top Load,1200.0,4.5,Grey,9499.0,21.0,Economical,Positive
311,311,SAMSUNG,4.0, Semi Automatic Top Load,1400.0,4.3,Red,17360.0,13.0,Economical,Positive
312,312,IFB,7.0, Fully Automatic Front Load,1000.0,4.2,White,31590.0,40.0,Premium,Positive
313,313,MOTOROLA,7.5, Fully Automatic Top Load,700.0,4.5,Grey,15990.0,14.0,Economical,Positive
314,314,BOSCH,6.5, Fully Automatic Top Load,680.0,4.1,Grey,17990.0,13.0,Economical,Positive
315,315,SAMSUNG,7.0, Fully Automatic Top Load,700.0,4.3,Silver,23000.0,11.0,Premium,Positive
316,316,Croma,7.5, Semi Automatic Top Load,1300.0,4.2,Blue,10490.0,23.0,Economical,Positive
317,317,SAMSUNG,9.0, Fully Automatic Front Load,1400.0,4.4,Black,40890.0,28.0,Premium,Positive
318,318,Croma,8.5, Semi Automatic Top Load,1300.0,4.2,White,10990.0,16.0,Economical,Positive
319,319,LG,7.0, Fully Automatic Top Load,700.0,4.4,Grey,19490.0,21.0,Economical,Positive
320,320,ONIDA,7.2, Semi Automatic Top Load,1450.0,4.5,White,11490.0,34.0,Economical,Positive
321,321,LG,7.0, Fully Automatic Front Load,1000.0,4.2,Silver,34990.0,25.0,Premium,Positive
322,322,LG,6.5, Fully Automatic Front Load,1200.0,3.8,Silver,34490.0,18.0,Premium,Average
323,323,ONIDA,7.5, Semi Automatic Top Load,1350.0,4.8,White,9990.0,34.0,Economical,Excellent
324,324,Croma,6.0, Fully Automatic Front Load,1000.0,4.5,White,19990.0,20.0,Economical,Positive
325,325,SAMSUNG,8.0, Fully Automatic Front Load,1400.0,4.1,Black,35990.0,29.0,Premium,Positive
326,326,Whirlpool,11.0, Semi Automatic Top Load,1400.0,4.0,Grey,19640.0,9.0,Economical,Positive
327,327,Whirlpool,9.0, Semi Automatic Top Load,1400.0,4.0,White,15198.0,22.0,Economical,Positive
328,328,Galanz,9.0, Fully Automatic Front Load,740.0,4.4,Silver,30840.0,24.0,Premium,Positive
329,329,Whirlpool,7.5, Fully Automatic Top Load,1300.0,3.9,Maroon,21670.0,30.0,Premium,Average
330,330,LG,8.5,Washer only,680.0,4.1,Black,16690.0,17.0,Economical,Positive
331,331,SAMSUNG,7.5, Fully Automatic Top Load,1400.0,4.4,Maroon,20949.0,34.0,Premium,Positive
332,332,Lloyd,7.0, Fully Automatic Front Load,1200.0,4.3,White,25990.0,11.0,Premium,Positive
333,333,Haier,20.0, Semi Automatic Top Load,1300.0,4.2,Grey,27272.0,13.0,Premium,Positive
334,334,IFB,8.0,Washer with Dryer,1400.0,3.0,Black,36990.0,5.0,Premium,Critical
335,335,Whirlpool,7.0, Fully Automatic Top Load,1000.0,1.0,Grey,18490.0,13.0,Economical,Critical
336,336,Panasonic,8.5, Semi Automatic Top Load,740.0,4.1,White,15195.0,20.0,Economical,Positive
337,337,Voltas,7.0, Semi Automatic Top Load,700.0,4.3,Maroon,9999.0,18.0,Economical,Positive
338,338,Whirlpool,7.0, Fully Automatic Top Load,550.0,4.0,Grey,18490.0,8.0,Economical,Positive
339,339,White,6.5, Fully Automatic Top Load,1350.0,4.4,Grey,12499.0,21.0,Economical,Positive
340,340,IFB,8.0,Washer with Dryer,770.0,4.2,Maroon,36990.0,13.0,Premium,Positive
341,341,IFB,6.5,Washer with Dryer,780.0,4.0,Black,34190.0,11.0,Premium,Positive
342,342,Galanz,10.0, Fully Automatic Front Load,1200.0,4.3,Silver,35690.0,30.0,Premium,Positive
343,343,MarQ,8.5, Semi Automatic Top Load,720.0,4.8,Blue,9999.0,35.0,Economical,Excellent
344,344,BOSCH,6.0, Fully Automatic Front Load,1400.0,4.3,White,29690.0,12.0,Premium,Positive
345,345,MarQ,7.5, Fully Automatic Top Load,1200.0,3.7,Black,14690.0,30.0,Economical,Average
346,346,BOSCH,10.0, Fully Automatic Front Load,1000.0,4.0,Silver,49830.0,29.0,Premium,Positive
347,347,SAMSUNG,10.0, Fully Automatic Top Load,720.0,4.3,Black,29293.0,26.0,Premium,Positive
348,348,ONIDA,9.0,Washer only,700.0,4.5,Black,6490.0,18.0,Economical,Positive
349,349,LG,10.0, Semi Automatic Top Load,1400.0,4.0,Maroon,18499.0,6.0,Economical,Positive
350,350,IFB,11.0, Fully Automatic Top Load,1000.0,4.2,Grey,35930.0,31.0,Premium,Positive
351,351,Galanz,9.0, Fully Automatic Front Load,1400.0,4.4,White,30290.0,2.0,Premium,Positive
352,352,LG,7.0, Fully Automatic Front Load,1450.0,4.4,Silver,39990.0,22.0,Premium,Positive
353,353,LG,6.5, Fully Automatic Front Load,1350.0,4.7,Silver,31899.0,11.0,Premium,Excellent
354,354,LG,7.0, Fully Automatic Top Load,1400.0,3.3,Grey,19490.0,27.0,Economical,Critical
355,355,Godrej,7.0, Fully Automatic Front Load,1300.0,4.0,Silver,32290.0,10.0,Premium,Positive
356,356,SAMSUNG,7.0, Semi Automatic Top Load,700.0,4.3,Purple,11900.0,17.0,Economical,Positive
357,357,LG,8.0, Fully Automatic Front Load,1300.0,5.0,Silver,37890.0,38.0,Premium,Excellent
358,358,Croma,8.0, Fully Automatic Top Load,680.0,5.0,Grey,15990.0,26.0,Economical,Excellent
359,359,MarQ,7.5, Fully Automatic Top Load,1350.0,4.0,Grey,13990.0,30.0,Economical,Positive
360,360,MarQ,7.5, Fully Automatic Top Load,1200.0,4.0,Grey,13990.0,10.0,Economical,Positive
361,361,LG,7.0, Semi Automatic Top Load,740.0,4.3,Red,13410.0,9.0,Economical,Positive
362,362,SAMSUNG,6.5, Fully Automatic Top Load,1200.0,4.4,Silver,14990.0,16.0,Economical,Positive
363,363,LG,8.5, Semi Automatic Top Load,1400.0,4.9,Maroon,16165.0,17.0,Economical,Excellent
364,364,LG,7.0, Fully Automatic Front Load,740.0,4.5,Silver,35990.0,18.0,Premium,Positive
365,365,SAMSUNG,8.5, Semi Automatic Top Load,1200.0,4.4,Grey,14950.0,14.0,Economical,Positive
366,366,Whirlpool,6.5, Fully Automatic Top Load,1350.0,4.2,Grey,16159.0,10.0,Economical,Positive
367,367,Whirlpool,7.0, Fully Automatic Top Load,1200.0,4.3,Maroon,20250.0,16.0,Premium,Positive
368,368,BOSCH,6.5, Fully Automatic Top Load,1000.0,4.5,Silver,22999.0,12.0,Premium,Positive
369,369,IFB,6.5,Washer with Dryer,1200.0,4.5,Black,56489.0,14.0,Super Premium,Positive
370,370,IFB,8.0, Fully Automatic Front Load,1000.0,4.4,Silver,36090.0,19.0,Premium,Positive
371,371,BOSCH,6.5, Fully Automatic Front Load,1400.0,4.3,White,28490.0,25.0,Premium,Positive
372,372,LG,7.0, Fully Automatic Front Load,1440.0,4.4,Silver,31990.0,12.0,Premium,Positive
373,373,IFB,6.5, Fully Automatic Front Load,680.0,4.2,White,30790.0,14.0,Premium,Positive
374,374,Whirlpool,7.5, Fully Automatic Top Load,740.0,4.4,Grey,20329.0,14.0,Premium,Positive
375,375,SAMSUNG,8.0, Semi Automatic Top Load,1200.0,4.0,Grey,13490.0,17.0,Economical,Positive
376,376,Godrej,6.5, Semi Automatic Top Load,740.0,4.3,White,9290.0,24.0,Economical,Positive
377,377,BOSCH,8.0, Fully Automatic Front Load,1440.0,4.3,Grey,36980.0,18.0,Premium,Positive
378,378,Whirlpool,7.5, Fully Automatic Top Load,740.0,4.4,Grey,23590.0,33.0,Premium,Positive
379,379,BOSCH,8.0, Fully Automatic Front Load,1350.0,5.0,White,35290.0,12.0,Premium,Excellent
380,380,BOSCH,9.0,1000,1000.0,4.4,White,49249.0,17.0,Premium,Positive
381,381,Candes,6.5, Semi Automatic Top Load,740.0,4.3,White,7274.0,5.0,Economical,Positive
382,382,SAMSUNG,6.5, Fully Automatic Top Load,1400.0,2.6,Grey,21000.0,12.0,Premium,Critical
383,383,SAMSUNG,8.0,Washer with Dryer,700.0,4.4,White,55699.0,16.0,Super Premium,Positive
384,384,Whirlpool,7.5, Fully Automatic Top Load,700.0,4.2,Grey,20329.0,15.0,Premium,Positive
385,385,SAMSUNG,8.0, Semi Automatic Top Load,700.0,4.4,Grey,13490.0,10.0,Economical,Positive
386,386,Godrej,6.5, Semi Automatic Top Load,1400.0,4.0,White,9290.0,28.0,Economical,Positive
387,387,BOSCH,8.0, Fully Automatic Front Load,1500.0,4.3,Grey,36980.0,17.0,Premium,Positive
388,388,Whirlpool,7.5, Fully Automatic Top Load,1400.0,4.3,Grey,23590.0,23.0,Premium,Positive
389,389,BOSCH,8.0, Fully Automatic Front Load,740.0,4.4,White,35290.0,11.0,Premium,Positive
390,390,Panasonic,8.0, Fully Automatic Top Load,700.0,5.0,Grey,29729.0,13.0,Premium,Excellent
391,391,BOSCH,10.0, Fully Automatic Front Load,800.0,4.3,White,51299.0,11.0,Super Premium,Positive
392,392,LG,8.0, Fully Automatic Front Load,1400.0,4.4,Silver,34990.0,22.0,Premium,Positive
393,393,IFB,6.0, Fully Automatic Front Load,1450.0,4.2,White,23390.0,18.0,Premium,Positive
394,394,ONIDA,8.0, Semi Automatic Top Load,740.0,4.2,Red,10490.0,14.0,Economical,Positive
395,395,Voltas,6.2, Fully Automatic Top Load,1600.0,4.2,Grey,15199.0,22.0,Economical,Positive
396,396,Godrej,7.0, Fully Automatic Front Load,1450.0,4.2,White,22990.0,32.0,Premium,Positive
397,397,SAMSUNG,9.0,Washer with Dryer,702.0,4.6,Maroon,62990.0,25.0,Super Premium,Excellent
398,398,Whirlpool,7.5, Semi Automatic Top Load,1400.0,4.0,Red,12700.0,14.0,Economical,Positive
399,399,MarQ,5.0,Washer with Dryer,1200.0,4.3,Black,28999.0,16.0,Premium,Positive
400,400,LG,7.0, Semi Automatic Top Load,800.0,4.8,White,13569.0,22.0,Economical,Excellent
401,401,Haier,8.5, Semi Automatic Top Load,1200.0,4.3,White,15490.0,47.0,Economical,Positive
402,402,Panasonic,8.0, Semi Automatic Top Load,700.0,2.8,Grey,13790.0,27.0,Economical,Critical
403,403,LG,8.0, Fully Automatic Top Load,779.0,3.9,Brown,26200.0,25.0,Premium,Average
404,404,LG,8.0, Fully Automatic Top Load,1350.0,4.9,Black,24490.0,22.0,Premium,Excellent
405,405,LG,9.0,Washer with Dryer,1300.0,3.9,White,33490.0,9.0,Premium,Average
406,406,SAMSUNG,6.5, Fully Automatic Front Load,1350.0,3.7,Grey,32950.0,20.0,Premium,Average
407,407,Galanz,6.0,Washer with Dryer,700.0,4.4,Blue,32990.0,6.0,Premium,Positive
